existing_lion_name,existing_image_name,lion_orientation,distance_calculated,test_image_name,test_image_orientation
DVMC2,6S2A8819.jpg,right,0.8853271892898625,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC2,6S2A8819.jpg,right,0.8853271892898625,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC2,6S2A8819.jpg,right,0.8853271892898625,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC2,6S2A8819.jpg,right,0.8853271892898625,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC2,6S2A8819.jpg,right,0.8853271892898625,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC2,6S2A8823.jpg,left,9999.0,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC2,6S2A8819.jpg,right,0.8853271892898625,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC2,6S2A8823.jpg,left,9999.0,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC2,6S2A8824.jpg,left,9999.0,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC2,6S2A8819.jpg,right,0.8853271892898625,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC2,6S2A8823.jpg,left,9999.0,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC2,6S2A8824.jpg,left,9999.0,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC2,6S2A8825.jpg,left,9999.0,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC2,6S2A8819.jpg,right,0.8853271892898625,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC2,6S2A8823.jpg,left,9999.0,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC2,6S2A8824.jpg,left,9999.0,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC2,6S2A8825.jpg,left,9999.0,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC2,6S2A8826.jpg,left,9999.0,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC3,6S2A8829.jpg,right,0.8263638800096007,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC3,6S2A8829.jpg,right,0.8263638800096007,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC3,6S2A8829.jpg,right,0.8263638800096007,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC3,6S2A8831.jpg,left,9999.0,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC3,6S2A8829.jpg,right,0.8263638800096007,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC3,6S2A8831.jpg,left,9999.0,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC3,6S2A8833.jpg,right,0.9057138101216722,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC3,6S2A8829.jpg,right,0.8263638800096007,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC3,6S2A8831.jpg,left,9999.0,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC3,6S2A8833.jpg,right,0.9057138101216722,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC3,6S2A8834.jpg,right,0.9054799709667267,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC3,6S2A8829.jpg,right,0.8263638800096007,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC3,6S2A8831.jpg,left,9999.0,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC3,6S2A8833.jpg,right,0.9057138101216722,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC3,6S2A8834.jpg,right,0.9054799709667267,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC3,6S2A8829.jpg,right,0.8263638800096007,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC3,6S2A8831.jpg,left,9999.0,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC3,6S2A8833.jpg,right,0.9057138101216722,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC3,6S2A8834.jpg,right,0.9054799709667267,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC3,6S2A8839.jpg,left,9999.0,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC3,6S2A8829.jpg,right,0.8263638800096007,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC3,6S2A8831.jpg,left,9999.0,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC3,6S2A8833.jpg,right,0.9057138101216722,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC3,6S2A8834.jpg,right,0.9054799709667267,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC3,6S2A8839.jpg,left,9999.0,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVMC3,6S2A8840.jpg,left,9999.0,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVSAF1,6S2A8794.jpg,front,9999.0,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVSAF1,6S2A8794.jpg,front,9999.0,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVSAF1,6S2A8795.jpg,front,9999.0,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVSAF1,6S2A8794.jpg,front,9999.0,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVSAF1,6S2A8795.jpg,front,9999.0,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVSAF1,6S2A8796.jpg,right,0.8954049387698755,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVSAF1,6S2A8794.jpg,front,9999.0,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVSAF1,6S2A8795.jpg,front,9999.0,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVSAF1,6S2A8796.jpg,right,0.8954049387698755,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVSAF1,6S2A8797.jpg,right,0.8867497512761983,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVSAF1,6S2A8794.jpg,front,9999.0,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVSAF1,6S2A8795.jpg,front,9999.0,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVSAF1,6S2A8796.jpg,right,0.8954049387698755,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVSAF1,6S2A8797.jpg,right,0.8867497512761983,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVSAF1,6S2A8798.jpg,right,0.8679359362463178,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVSAF1,6S2A8794.jpg,front,9999.0,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVSAF1,6S2A8795.jpg,front,9999.0,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVSAF1,6S2A8796.jpg,right,0.8954049387698755,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVSAF1,6S2A8797.jpg,right,0.8867497512761983,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVSAF1,6S2A8798.jpg,right,0.8679359362463178,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
DVSAF1,6S2A8799.jpg,right,0.8419240487511391,preprocessed_image/test/6S2A1792_JPEG40.jpg,right
